cluster,rank,doc_type,date,text,label
12,5,post,2026-04-21,"조금 일찍 팔았네요... 차익실현은 늘 고민이죠.
오늘 장 마감 직전 삼성전자를 일부 매도했습니다. 21만 9천 원 선에서 100주를 정리했는데요. 최근 외국인·기관이 쌍끌이로 사주면서 주가가 사상 최고치를 경신하고 있더라고요. 물론 중장기 반도체 슈퍼사이클은 여전히 믿지만, 개인들의 차익실현 매물이 쏟아지는 모습을 보니 '지금 조금 건져가는 게 낫겠다'는",
12,6,post,2026-04-21,"최고치 돌파 후 차익 실현 매도 완료! (삼성전자)
오늘 장 마감 직전 삼성전자 100주를 21만 9천 원에 팔았습니다. 코스피 사상 최고치를 경신하면서 외국인·기관 매수세가 엄청나게 몰려오는데, 개인들 사이에서는 차익 실현 물량이 쏟아지고 있더라고요.

저도 최근 t064 매도 타이밍을 놓쳐 손실을 본 적이 있어서, 이번엔 고위험 고수익 전략을 유지하되 ",
12,7,post,2026-03-19,"차익실현은 타이밍이죠. 오늘 삼성전자는 잘 팔았습니다!
오늘 장 마감 직전에 삼성전자 20주 매도 완료했습니다. 엔비디아 협력 등 개별 호재로 모멘텀은 좋았지만, 거시적 악재와 시장 전체의 위축으로 변동성이 커질 것 같아 차익실현을 단행했어요.

과거에 매도 타이밍을 놓쳐서 더 오를 때 아쉬움을 많이 겪었거든요. 이번엔 '손익분기점'보다 '목표가 달성 후 ",
12,8,post,2026-04-15,"다시 한 번 정리했습니다.过早 매도 후 상승을 보고도 감당하기엔 부담이네요.
오늘 장 마감 전, 삼성전자 100주를 21만 1천원에 팔았습니다. 최근 t064 때에도 비슷한 타이밍에 너무 일찍 손절해서 가격이 오르는 아픔을 겪었거든요. 이번엔 조금 더 기다려보려고 했으나, AI 슈퍼사이클 기대감 속에서도 밸류에이션이 '약간 비싼' 구간이라는 점과 고물가 리",
12,9,post,2026-04-08,"오늘 삼성전자 100주 매도 완료! 차익 실현은 신중하게
울산에 살다 보니 반도체 업황 뉴스가 더 예민하게 다가오네요. 오늘 장 마감 직전 삼성전자 100주를 21 만 원 선에서 팔았습니다. 최근 지정학적 리스크 해소와 실적 호조로 상승 모멘텀이 강력하지만, 장중 변동성과 차익 실현 매물이 나올 때마다 심장이 덜컥하더라고요. t054 때처럼 상승분을 놓치기",
12,10,post,2026-04-08,"21 만전자 복귀! 차익실현은 오늘로 정리했습니다.
오늘 장 초반에 21 만원 돌파를 보며 가슴이 두근거렸어요. 실적 호조와 지정학적 리스크 해소로 상승 모멘텀은 강력하지만, 외국인들의 대규모 매도세가 눈에 띄더라고요. 기술적 돌파 신호는 유효해 보이지만, 과열 구간에서의 조정 가능성도 염두에 둬야겠더라고요.

저는 오늘 210,500 원에 100 주를 모",
13,1,news,2026-04-06,"코스피 마감, 5,377.3P (2.74%↑) SK하이닉스, 삼성전자등 상승세 - 매일경제
업종을 살펴보면 코스피 금속 업종이 전일 대비 4.15% 오르며 상승이 두드러졌고, 그 외에도 코스피 전기·전자(4. 1%), 코스피 건설(4.35%) 등은 상승세를 보였고, 코스피 전기·가스(-1. 오늘 코스피 시장에서 상한가 3개를 포함하여 1664개의 종목이 상",
13,2,news,2026-03-27,"코스피 하락 마감, 5,460.46P (-3.22%↓) 코스피 전기·전자, 코스피 보험 등 하락 주도 - 매일경제
업종을 살펴보면 코스피 종이·목재 업종이 전일 대비 4.58% 오르며 상승이 두드러졌고, 그 외에도 코스피 제약(0.23%) 등은 상승세를 보였고, 코스피 전기·전자(-4.16%) 등은 하락세로 장을 마감했다. 오늘 코스피 시장에서 786개의 ",
13,3,news,2026-03-19,"코스피 마감, 5,925.03P (5.04%↑) SK하이닉스, 삼성전자등 상승세 - 매일경제
업종을 살펴보면 코스피 건설 업종이 전일 대비 8.12% 오르며 상승이 두드러졌고, 그 외에도 코스피 전기·전자(7.13%) 등은 상승세를 보였고, 코스피 종이·목재(-0.99%) 등은 하락세로 장을 마감했다. 오늘 코스피 시장에서 상한가 2개를 포함하여 1646개",
13,4,news,2026-03-26,"코스피 상승 마감, 5,642.21P (1.59%↑) 코스피 증권, 코스피 의료·정밀기기 등 상승 주도 - 매일경제
업종을 살펴보면 코스피 증권 업종이 전일 대비 6.85% 오르며 상승이 두드러졌고, 그 외에도 코스피 의료·정밀기기(5.42%) 등은 상승세를 보였고, 코스피 전기·가스(-0.12%) 등은 하락세로 장을 마감했다. 오늘 코스피 시장에서 상한가",
13,5,news,2026-04-13,"코스피 상승 마감, 5,858.87P (1.4%↑) 코스피 의료·정밀기기, 코스피 운송·창고 등 상승 주도 - 매일경제
업종을 살펴보면 코스피 의료·정밀기기 업종이 전일 대비 3.92% 오르며 상승이 두드러졌고, 그 외에도 코스피 운송·창고(3. 2%) 등은 상승세를 보였고, 코스피 제약(-0.06%) 등은 하락세로 장을 마감했다. 오늘 코스피 시장에서 상",
13,6,news,2026-04-07,"코스피 상승 마감, 5,450.33P (1.36%↑) 코스피 전기·전자, 코스피 화학 등 상승 주도 - 매일경제
업종을 살펴보면 코스피 전기·전자 업종이 전일 대비 2.57% 오르며 상승이 두드러졌고, 그 외에도 코스피 화학(2.14%), 코스피 일반서비스(1.63%) 등은 상승세를 보였고, 코스피 기계·장비(-1. 오늘 코스피 시장에서 상한가 2개를 포함",
13,7,news,2026-04-15,"코스피 상승 마감, 5,967.75P (2.74%↑) 코스피 증권, 코스피 전기·가스 등 상승 주도 - 매일경제
업종을 살펴보면 코스피 증권 업종이 전일 대비 6.98% 오르며 상승이 두드러졌고, 그 외에도 코스피 전기·가스(4.39%) 등은 상승세를 보였고, 코스피 금속(-0.18%) 등은 하락세로 장을 마감했다. 오늘 코스피 시장에서 상한가 2개를 포함",
13,8,news,2026-03-12,"코스피 마감, 5,609.95P (1.4%↑) 삼성바이오로직, SK스퀘어등 상승세 - 매일경제
업종을 살펴보면 코스피 증권 업종이 전일 대비 7.53% 오르며 상승이 두드러졌고, 그 외에도 코스피 보험(4.84%) 등은 상승세를 보였고, 코스피 기계·장비(-1.17%) 등은 하락세로 장을 마감했다. 오늘 코스피 시장에서 상한가 1개를 포함하여 1570개의 ",
13,9,news,2026-04-16,"코스피 마감, 6,091.39P (2.07%↑) 두산에너빌리티, 삼성바이오로직등 상승세 - 매일경제
업종을 살펴보면 코스피 건설 업종이 전일 대비 5.98% 오르며 상승이 두드러졌고, 그 외에도 코스피 기계·장비(3.16%), 코스피 제약(3.11%) 등은 상승세를 보였고, 코스피 증권(-1. 오늘 코스피 시장에서 상한가 2개를 포함하여 1603개의 종목이",
13,10,news,2026-03-16,"코스피 마감, 5,487.24P (-1.72%↓) LG에너지솔루션, SK스퀘어등 하락세 - 매일경제
업종을 살펴보면 코스피 건설 업종이 전일 대비 6.02% 오르며 상승이 두드러졌고, 그 외에도 코스피 전기·가스(0.98%), 코스피 기계·장비(0.09%) 등은 상승세를 보였고, 코스피 화학(-3. 오늘 코스피 시장에서 930개의 종목이 상승했고, 1352",
14,1,post,2026-04-28,"노조 리스크로 단기 조정 예상하며 일부 매도했습니다
오늘 장 마감 후 삼성전자 30주를 매도했습니다. AI 수요와 HBM 호황은 여전히 매력적이지만, 최근 노조의 성과급 요구가 거세지면서 기업 가치 훼손 우려가 커졌어요. 고밸류에이션 구간에서 안전마진이 부족하다고 판단해, 상승 모멘텀이 약화될 수 있는 시점에 수익을 일부 실현하는 게 낫다고 생각했거든요. ",
14,2,post,2026-04-24,"노조 파업 우려에 따른 저가 매수 시도
오늘 삼성전자는 노조 파업과 실적 하방 압력으로 단기 하락세가 우세하더군요. 거시 변수도 혼조상이고 AI 경쟁 심화로 반도체 업황이 부정적이라는 분석도 많습니다. 하지만 이런 악재로 밸류에이션이 일시적으로 저평가된 기회라고 봐서 오늘 장 마감 직전 21만 9천500원에 100주를 추가 매수했습니다. 과거 t078 매수",
14,3,post,2026-04-30,"노조 리스크에도 실적은 믿고 추가 매수했습니다.
오늘 장 마감 직전 삼성전자 주가가 좀 흔들리면서 차익 실현 매물이 나오길래, 저는 오히려 기회로 봤습니다. 최근 t086 때 비싸게 잡혀서 손실이 좀 있었지만, 이번에는 노조 파업이라는 명확한 운영 리스크가 있음에도 불구하고 AI 반도체 수혜와 실적 호조라는 큰 그림이 더 중요하다고 생각했거든요. 특히 장기",
14,4,post,2026-04-30,"실적 호재에도 노조 리스크... 차익실현 단행했습니다 📉
오늘 삼성전자 장 마감 후 100주를 매도 처리했습니다. 실적은 역대 최고지만, 이미 주가에 다 반영된 느낌이고 노조 파업 우려로 변동성이 커질 것 같아 조금 일찍 정리했어요.

최근 몇 번 거래하면서 진입 타이밍이 중요하다는 걸 다시 느꼈습니다. 너무 올라갈 때 무리하게 매수했다가 손실을 보고, 반",
14,5,post,2026-04-24,"노조 파업 우려에 매수 타이밍 잡았나?
오늘 장 마감 직후 삼성전자 100주를 21만 9천5백원에 매수했습니다. 최근 노조 갈등과 AI 경쟁 심화로 인해 단기 변동성이 커질 것이라는 전망이 지배적이었는데, 오히려 밸류에이션이 합리적 수준으로 조정된 점을 기회로 보고 진입했습니다.

과거 t078 매수 때처럼 진입 직후 하락할까 봐 걱정도 되었지만, 이번에는",
14,6,post,2026-04-30,"실적 호조에 노조 리스크... 오늘 다시 진입했습니다.
오늘 장 마감 직전 삼성전자 100주를 매수했습니다. 역대 최대 실적과 AI 반도체 호황은 분명 매력적이지만, 최근 노조 파업 우려로 심리가 양극화되어 있죠. 기술적 지표와 추세를 중시하는 저로서는 실적이 주는 상승 모멘텀이 더 강력하다고 판단했습니다.

과거 매수 후 하락이나 매도 후 하락을 반복하며",
14,7,post,2026-04-28,"노조 리스크에도 불구하고 매수했습니다 (22 만 2 천원)
오늘 장 마감 직후 삼성전자 주식을 추가로 사들였습니다. 코스피 사상 최고치와 AI 수요로 인한 상승 모멘텀은 강하지만, 노조의 고액 성과급 요구라는 거대한 불확실성 때문에 시장 분위기는 여전히 양극화되어 있더군요. 저로서는 밸류에이션이 높긴 하지만 반도체 업황 회복을 고려하면 적정 수준이라고 판단",
14,8,post,2026-04-30,"고점 매도 성공! 노조 리스크 대비 차익실현 완료했습니다.
오늘 장 마감 직전 삼성전자 200주를 전량 매도했습니다. 22만 원 선에서 정리했는데, 역시나 고점에서의 매도가 정답이었네요.

AI 수요와 실적 호조로 상승 모멘텀은 확실히 유지되고 있지만, 노조 파업 소식으로 인한 하방 압력과 기술적 과열 신호가 겹치니 위험 부담이 너무 컸습니다. 최근 손절 ",
14,9,post,2026-04-24,"노조 리스크에 단기 차익실현 매도 완료...
오늘 장 마감 직전 삼성전자 100주를 매도했습니다. 노조 파업 우려와 AI 경쟁 심화로 단기 변동성이 커질 것 같아 기술적 돌파 신호를 기다리면서 먼저 수익을 챙기는 게 낫겠다고 판단했거든요. 과거에는 상승분을 놓치는 실수를 많이 해서 이제는 손실 방어와 수익 실현 타이밍에 더 신경 쓰고 있습니다. 중장기 우상",
14,10,post,2026-04-24,"신고가 부근이라 노조 리스크 먼저 챙기고 일부 매도했습니다.
오늘 장 마감 직전 삼성전자 100주를 정리했어요. AI 수요와 반도체 호황은 여전히 좋지만, 최근 노조 파업 소식이 나오면서 변동성이 너무 커졌더라고요. 특히 신고가 부근인데 밸류에이션 부담이 느껴져서 안전마진이 부족하다고 판단했거든요. 고점 부근에서 조금이라도 차익실현을 하고 리스크를 줄이는 ",
15,1,post,2026-03-16,"초고수들 매도세에도 파운드리 호재 믿고 추가 매수했습니다.
오늘 장 마감 후 다시 한번 생각해보니, 초고수들의 순매도 물량과 중동 리스크로 인한 불안감은 여전하지만 파운드리 실적 호조와 목표가 상향 (27 만원) 은 무시할 수 없는 강력한 모멘텀인 것 같습니다. 과거에 수익 실현 타이밍을 놓쳐 기회 손실을 본 적이 많아, 이번엔 조금 더 내릴 때 담아가는 ",
15,2,post,2026-03-16,"파운드리 실적 호조, 오늘 저가 매수 진입했습니다!
오늘 장이 막바지에 접어들면서 파운드리 실적 호조와 DS투자증권의 27 만 원 목표가 소식에 마음이 따뜻해지네요. FOMC 전이라 중동 리스크로 등락이 심할 수 있다는 건 알지만, 반도체 업황은 여전히 빅테크 수요로 밝고 밸류에이션도 매력적이에요. 최근 t012, t021 매수는 적중했는데 t020 매도는",
15,3,post,2026-03-16,"초고수 매도세에도 파운드리 호재 믿고 소량 진입
오늘 장 마감 후 다시 한번 정리해 봅니다. 초고수들의 순매도로 심리가 불안했던 건 사실이지만, 파운드리 실적 호조와 목표가 상향이라는 확실한 근거를 보고 기다리던 기술적 돌파 신호가 왔습니다. 18 만 8 천 7 백 원에 10 주 정도 소량으로 매수했습니다.

최근 t012, t020, t021 거래에서 타",
15,4,post,2026-03-16,"초고수들 팔 때 나는 산다? 파운드리 호재 믿고 18 만 8 천원 매수
오늘 장 마감 직전 초고수들이 삼성전자 순매도 한다는 뉴스가 떠돌았는데, 오히려 저가 매수 기회라고 생각했네요. DS투자증권에서 27 만 원 목표가 제시한 대로 밸류에이션은 매력적이고, 파운드리 실적 호조로 상승 모멘텀이 있는 건 확실하죠. FOMC 전 중동 리스크로 변동성은 클 수 있",
15,5,post,2026-03-16,"초고수들 매도세에도 파운드리 기대감으로 진입했습니다 📈
오늘 장 마감 직전 다시 한 번 삼성전자를 사봤습니다. 초고수들의 순매도 세력이 부담스럽긴 하지만, 파운드리 실적 호조와 빅테크 ASIC 수요로 인한 펀더멘털 개선은 분명히 느껴지거든요. DS투자증권의 27 만원 목표가도 매력적으로 다가왔고요.

과거 처분효과 때문에 수익을 조금 일찍 끊어내 아쉬웠던 ",
15,6,post,2026-03-16,"파운드리 실적 호조, 초고수 매도세에도 한 손가락 꽂았습니다.
오늘 장 마감 직전, 파운드리 수익성 개선과 DS투자증권의 27 만원 목표가를 보고 저평가 구간이라고 판단해 10 주를 매수했습니다. (18 만 8 천 7 백 원)

초고수들의 순매도와 FOMC 전 중동 리스크로 시장이 긴장감에 휩싸여 있지만, AI 칩 수요로 인한 TSMC 대체 수혜는 분명히 ",
15,7,post,2026-03-16,"초고수들의 매도 물량에 흔들리지 않고 손절한 하루
오늘 장 마감 후 정리했습니다. 파운드리 실적 호조와 목표가 상향으로 우상향 모멘텀이 있지만, FOMC 앞둔 지정학적 리스크와 초고수들의 순매도 흐름을 경계해야 한다는 판단이 들었습니다.

저는 가치 투자자로서 내재가치가 충분히 반영된 구간에서 분할 매수를 해왔는데, 오늘 그중 일부를 수익 실현하며 청산했습",
15,8,post,2026-03-16,"파운드리 호재에 매수 진입했습니다. (삼성전자)
오늘 장 마감 후 삼성전자를 추가로 매수했습니다. 파운드리 실적 개선과 DS투자증권의 27 만 원 목표가 리포트로 인해 현재 주가는 저평가 구간이라고 판단했기 때문입니다. FOMC 전 중동 리스크 등 거시적 불확실성이 남아있어 변동성은 있겠지만, AI 칩 수요와 TSMC 대체 수혜라는 장기적인 성장 모멘텀이 ",
15,9,post,2026-03-16,"초고수들 매도세에도 파운드리 호재 믿고 추가 매수했습니다
오늘 장 마감 직후 삼성전자를 50주 더 사들였습니다. 초고수들의 순매도 물량 때문에 시장 심리가 냉각될 수 있다는 우려가 있지만, 파운드리 실적 호조와 ASIC 수요 증가로 인한 TSMC 대체 흐름은 분명히 강세 신호라고 봅니다. DS투자증권의 27 만원 목표가는 저평가 구간을 잘 보여주고 있어요.",
15,10,post,2026-03-16,"초고수들 매도세에도 파운드리 실적 믿고 다시 진입했습니다.
오늘 장 마감 후 다시 한번 생각해보니, 초고수들의 순매도 세력이 강해서 시장 심리는 헷갈리지만 삼성전자의 펀더멘털은 확실히 좋아지고 있더라고요. 특히 파운드리 실적 호조와 목표가 상향 소식은 저로서는 놓칠 수 없는 신호였어요. 1 분기 영업익 40 조 원 달성이라는 건 단순한 숫자가 아니라 내재가",
